Assignment,Activities,Date,Time,Action
131608,Fall 24 DDM MS Form Br,04/24/2025,05:59:59.186,Page 18 Loaded
131608,Fall 24 DDM MS Form Br,04/24/2025,06:00:15.372,Page next clicked on page 18
131608,Fall 24 DDM MS Form Br,04/24/2025,06:00:18.233,End activity Spring 2025 MS DDM Administration
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:19.999,Begin activity Spring 2025 MS DDM Administration
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:20.945,Page 1 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:26.497,Page next clicked on page 1
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:27.072,Page 2 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:31.774,Page next clicked on page 2
134610,Fall 24 DDM MS Form B,05/13/2025,09:39:32.512,Page 3 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:40:24.809,Page next clicked on page 3
134610,Fall 24 DDM MS Form B,05/13/2025,09:40:27.007,Page 5 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:13.021,Page next clicked on page 5
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:14.546,Page 6 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:17.185,Page next clicked on page 6
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:17.702,Page 7 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:46.724,Page next clicked on page 7
134610,Fall 24 DDM MS Form B,05/13/2025,09:41:47.760,Page 8 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:42:18.407,Page next clicked on page 8
134610,Fall 24 DDM MS Form B,05/13/2025,09:42:19.464,Page 9 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:42:33.476,Page next clicked on page 9
134610,Fall 24 DDM MS Form B,05/13/2025,09:42:34.659,Page 10 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:43:05.215,Page next clicked on page 10
134610,Fall 24 DDM MS Form B,05/13/2025,09:43:08.132,Page 11 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:43:48.960,Page next clicked on page 11
134610,Fall 24 DDM MS Form B,05/13/2025,09:43:49.996,Page 12 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:45:09.299,Page next clicked on page 12
134610,Fall 24 DDM MS Form B,05/13/2025,09:45:10.447,Page 13 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:46:44.075,Page next clicked on page 13
134610,Fall 24 DDM MS Form B,05/13/2025,09:46:45.383,Page 14 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:47:36.922,Page next clicked on page 14
134610,Fall 24 DDM MS Form B,05/13/2025,09:47:38.986,Page 15 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:47:51.998,Page next clicked on page 15
134610,Fall 24 DDM MS Form B,05/13/2025,09:47:52.815,Page 16 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:48:02.115,Page next clicked on page 16
134610,Fall 24 DDM MS Form B,05/13/2025,09:48:03.600,Page 17 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:48:40.540,Page next clicked on page 17
134610,Fall 24 DDM MS Form B,05/13/2025,09:48:41.420,Page 18 Loaded
134610,Fall 24 DDM MS Form B,05/13/2025,09:48:59.650,Page next clicked on page 18
134610,Fall 24 DDM MS Form B,05/13/2025,09:49:02.446,End activity Spring 2025 MS DDM Administration
131614,Fall24 DDM MS Form A,04/28/2025,11:45:38.024,Begin activity Spring 2025 MS DDM Administration
131614,Fall24 DDM MS Form A,04/28/2025,11:45:39.140,Page 1 Loaded
131614,Fall24 DDM MS Form A,04/28/2025,11:45:47.654,Page next clicked on page 1
131614,Fall24 DDM MS Form A,04/28/2025,11:45:48.961,Page 2 Loaded
131614,Fall24 DDM MS Form A,04/28/2025,11:46:28.327,Page next clicked on page 2
131614,Fall24 DDM MS Form A,04/28/2025,11:46:30.365,Page 3 Loaded
131614,Fall24 DDM MS Form A,04/28/2025,11:49:10.840,Page next clicked on page 3
131614,Fall24 DDM MS Form A,04/28/2025,11:49:12.848,Page 5 Loaded
131614,Fall24 DDM MS Form A,04/28/2025,11:49:38.575,Page next clicked on page 5
131614,Fall24 DDM MS Form A,04/28/2025,11:49:39.970,Page 6 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:39:21.143,Continue activity Spring 2025 MS DDM Administration
131614,Fall24 DDM MS Form A,04/29/2025,11:39:22.139,Page 6 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:39:27.682,Page next clicked on page 6
131614,Fall24 DDM MS Form A,04/29/2025,11:39:29.078,Page 7 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:43:24.587,Page next clicked on page 7
131614,Fall24 DDM MS Form A,04/29/2025,11:43:26.962,Page 8 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:45:38.910,Page next clicked on page 8
131614,Fall24 DDM MS Form A,04/29/2025,11:45:41.524,Page 9 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:46:43.198,Page next clicked on page 9
131614,Fall24 DDM MS Form A,04/29/2025,11:46:44.583,Page 10 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:46:48.040,Page next clicked on page 10
131614,Fall24 DDM MS Form A,04/29/2025,11:46:48.802,Page 11 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:48:46.761,Page next clicked on page 11
131614,Fall24 DDM MS Form A,04/29/2025,11:48:47.261,Missing answers
131614,Fall24 DDM MS Form A,04/29/2025,11:48:59.690,Page next clicked on page 11
131614,Fall24 DDM MS Form A,04/29/2025,11:49:01.378,Page 12 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:50:43.188,Page next clicked on page 12
131614,Fall24 DDM MS Form A,04/29/2025,11:50:44.515,Page 13 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:51:24.706,Page next clicked on page 13
131614,Fall24 DDM MS Form A,04/29/2025,11:51:26.130,Page 14 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:51:45.143,Page next clicked on page 14
131614,Fall24 DDM MS Form A,04/29/2025,11:51:46.234,Page 15 Loaded
131614,Fall24 DDM MS Form A,04/29/2025,11:52:14.298,Page next clicked on page 15
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:00.532,Begin activity Spring 2025 MS DDM Administration
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:01.237,Page 1 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:04.153,Page next clicked on page 1
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:04.920,Page 2 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:16.035,Page next clicked on page 2
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:17.098,Page 3 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:49.588,Page next clicked on page 3
131615,Fall 24 DDM MS Form Br,04/24/2025,06:30:50.437,Missing answers
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:09.280,Page next clicked on page 3
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:11.274,Page 4 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:27.329,Page next clicked on page 4
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:28.332,Page 5 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:54.095,Page next clicked on page 5
131615,Fall 24 DDM MS Form Br,04/24/2025,06:31:54.883,Missing answers
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:19.564,Page next clicked on page 5
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:21.306,Page 6 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:24.965,Page next clicked on page 6
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:25.804,Page 7 Loaded
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:25.948,Page next clicked on page 7
131615,Fall 24 DDM MS Form Br,04/24/2025,06:32:26.235,Missing answers
131615,Fall 24 DDM MS Form Br,04/24/2025,06:33:40.709,Page next clicked on page 7
131615,Fall 24 DDM MS Form Br,04/24/2025,06:33:41.937,Page 8 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:39.534,Begin activity Spring 2025 MS DDM Administration
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:40.196,Page 1 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:45.393,Page next clicked on page 1
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:46.232,Page 2 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:49.628,Page next clicked on page 2
131604,Fall24 DDM MS Form Ar,04/28/2025,07:59:50.585,Page 3 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,08:01:24.483,Page next clicked on page 3
131604,Fall24 DDM MS Form Ar,04/28/2025,08:01:26.649,Page 5 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:22.918,Page next clicked on page 5
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:24.767,Page 6 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:26.457,Page next clicked on page 6
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:27.301,Page 7 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:42.781,Page next clicked on page 7
131604,Fall24 DDM MS Form Ar,04/28/2025,08:02:43.992,Page 8 Loaded
131604,Fall24 DDM MS Form Ar,04/28/2025,08:07:22.622,Page next clicked on page 8
131604,Fall24 DDM MS Form Ar,04/28/2025,08:07:24.031,Page 9 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:40:06.763,Continue activity Spring 2025 MS DDM Administration
131604,Fall24 DDM MS Form Ar,04/29/2025,07:40:07.617,Page 9 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:41:51.975,Page next clicked on page 9
131604,Fall24 DDM MS Form Ar,04/29/2025,07:41:53.488,Page 10 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:43:32.721,Page next clicked on page 10
131604,Fall24 DDM MS Form Ar,04/29/2025,07:43:34.100,Page 11 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:45:14.287,Page next clicked on page 11
131604,Fall24 DDM MS Form Ar,04/29/2025,07:45:16.096,Page 12 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:48:35.879,Page next clicked on page 12
131604,Fall24 DDM MS Form Ar,04/29/2025,07:48:39.160,Page 13 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:48:51.709,Page next clicked on page 13
131604,Fall24 DDM MS Form Ar,04/29/2025,07:48:53.023,Page 14 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:49:01.393,Page next clicked on page 14
131604,Fall24 DDM MS Form Ar,04/29/2025,07:49:03.370,Page 15 Loaded
131604,Fall24 DDM MS Form Ar,04/29/2025,07:49:57.103,Page next clicked on page 15
131604,Fall24 DDM MS Form Ar,04/29/2025,07:50:00.770,End activity Spring 2025 MS DDM Administration
131561,Fall24 DDM MS Form A,04/09/2025,08:19:16.220,Begin activity Spring 2025 MS DDM Administration
131561,Fall24 DDM MS Form A,04/09/2025,08:19:16.721,Page 1 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:19:36.621,Page next clicked on page 1
131561,Fall24 DDM MS Form A,04/09/2025,08:19:37.288,Page 2 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:20:09.943,Page next clicked on page 2
131561,Fall24 DDM MS Form A,04/09/2025,08:20:10.257,Missing answers
131561,Fall24 DDM MS Form A,04/09/2025,08:20:23.321,Page next clicked on page 2
131561,Fall24 DDM MS Form A,04/09/2025,08:20:24.619,Page 3 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:21:13.014,Page next clicked on page 3
131561,Fall24 DDM MS Form A,04/09/2025,08:21:14.900,Page 5 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:22:11.700,Page next clicked on page 5
131561,Fall24 DDM MS Form A,04/09/2025,08:22:13.529,Page 6 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:22:15.352,Page next clicked on page 6
131561,Fall24 DDM MS Form A,04/09/2025,08:22:15.949,Page 7 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:24:07.930,Page next clicked on page 7
131561,Fall24 DDM MS Form A,04/09/2025,08:24:10.247,Page 8 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:27:03.782,Page next clicked on page 8
131561,Fall24 DDM MS Form A,04/09/2025,08:27:06.546,Page 9 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:28:07.383,Page next clicked on page 9
131561,Fall24 DDM MS Form A,04/09/2025,08:28:08.674,Page 10 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:28:50.878,Page next clicked on page 10
131561,Fall24 DDM MS Form A,04/09/2025,08:28:51.968,Page 11 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:31:24.734,Page next clicked on page 11
131561,Fall24 DDM MS Form A,04/09/2025,08:31:26.235,Page 12 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:32:42.280,Page next clicked on page 12
131561,Fall24 DDM MS Form A,04/09/2025,08:32:43.348,Page 13 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:33:26.212,Page next clicked on page 13
131561,Fall24 DDM MS Form A,04/09/2025,08:33:27.386,Page 14 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:33:53.923,Page next clicked on page 14
131561,Fall24 DDM MS Form A,04/09/2025,08:33:55.100,Page 15 Loaded
131561,Fall24 DDM MS Form A,04/09/2025,08:33:58.267,Page next clicked on page 15
131561,Fall24 DDM MS Form A,04/09/2025,08:33:58.623,Missing answers
131561,Fall24 DDM MS Form A,04/09/2025,08:34:35.967,Page next clicked on page 15
131561,Fall24 DDM MS Form A,04/09/2025,08:34:40.276,End activity Spring 2025 MS DDM Administration
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:24.696,Begin activity Spring 2025 MS DDM Administration
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:26.077,Page 1 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:28.211,Page next clicked on page 1
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:29.364,Page 2 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:37.171,Page next clicked on page 2
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:38.630,Page 3 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:22:59.119,Page next clicked on page 3
131616,Fall24 DDM MS Form Ar,04/29/2025,05:23:01.635,Page 5 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:23:28.006,Page next clicked on page 5
131616,Fall24 DDM MS Form Ar,04/29/2025,05:23:29.929,Page 6 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:23:34.375,Page next clicked on page 6
131616,Fall24 DDM MS Form Ar,04/29/2025,05:23:35.404,Page 7 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:24:16.279,Page next clicked on page 7
131616,Fall24 DDM MS Form Ar,04/29/2025,05:24:17.941,Page 8 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:24:56.215,Page next clicked on page 8
131616,Fall24 DDM MS Form Ar,04/29/2025,05:24:57.653,Page 9 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:26:07.802,Page next clicked on page 9
131616,Fall24 DDM MS Form Ar,04/29/2025,05:26:08.335,Missing answers
131616,Fall24 DDM MS Form Ar,04/29/2025,05:26:51.058,Page next clicked on page 9
131616,Fall24 DDM MS Form Ar,04/29/2025,05:26:52.506,Page 10 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:27:36.944,Page next clicked on page 10
131616,Fall24 DDM MS Form Ar,04/29/2025,05:27:38.428,Page 11 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:28:29.850,Page next clicked on page 11
131616,Fall24 DDM MS Form Ar,04/29/2025,05:28:31.249,Page 12 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:03.746,Page next clicked on page 12
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:06.635,Page 13 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:33.569,Page next clicked on page 13
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:34.819,Page 14 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:37.535,Page next clicked on page 14
131616,Fall24 DDM MS Form Ar,04/29/2025,05:30:38.304,Page 15 Loaded
131616,Fall24 DDM MS Form Ar,04/29/2025,05:31:42.755,Page next clicked on page 15
131616,Fall24 DDM MS Form Ar,04/29/2025,05:31:46.769,End activity Spring 2025 MS DDM Administration
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:21.811,Begin activity Spring 2025 MS DDM Administration
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:22.876,Page 1 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:27.261,Page next clicked on page 1
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:28.655,Page 2 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:34.065,Page next clicked on page 2
131611,Fall 24 DDM MS Form Br,04/29/2025,07:50:35.477,Page 3 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:06.986,Page next clicked on page 3
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:09.817,Page 5 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:37.953,Page next clicked on page 5
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:39.549,Page 6 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:41.936,Page next clicked on page 6
131611,Fall 24 DDM MS Form Br,04/29/2025,07:51:43.407,Page 7 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:52:36.321,Page next clicked on page 7
131611,Fall 24 DDM MS Form Br,04/29/2025,07:52:39.119,Page 8 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:53:01.107,Page next clicked on page 8
131611,Fall 24 DDM MS Form Br,04/29/2025,07:53:03.301,Page 9 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,07:53:39.602,Page next clicked on page 9
131611,Fall 24 DDM MS Form Br,04/29/2025,07:53:40.974,Page 10 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:00:02.605,Page next clicked on page 10
131611,Fall 24 DDM MS Form Br,04/29/2025,08:00:06.583,Page 11 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:00:52.861,Page next clicked on page 11
131611,Fall 24 DDM MS Form Br,04/29/2025,08:00:54.122,Missing answers
131611,Fall 24 DDM MS Form Br,04/29/2025,08:01:10.202,Page next clicked on page 11
131611,Fall 24 DDM MS Form Br,04/29/2025,08:01:12.991,Page 12 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:02:34.241,Page next clicked on page 12
131611,Fall 24 DDM MS Form Br,04/29/2025,08:02:35.614,Page 13 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:03:20.789,Page next clicked on page 13
131611,Fall 24 DDM MS Form Br,04/29/2025,08:03:22.245,Page 14 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:03:46.826,Page next clicked on page 14
131611,Fall 24 DDM MS Form Br,04/29/2025,08:03:48.123,Page 15 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:07.873,Page next clicked on page 15
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:09.381,Page 16 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:31.916,Page next clicked on page 16
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:33.168,Page 17 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:56.961,Page next clicked on page 17
131611,Fall 24 DDM MS Form Br,04/29/2025,08:06:58.069,Page 18 Loaded
131611,Fall 24 DDM MS Form Br,04/29/2025,08:07:13.873,Page next clicked on page 18
131611,Fall 24 DDM MS Form Br,04/29/2025,08:07:16.929,End activity Spring 2025 MS DDM Administration
131609,Fall24 DDM MS Form A,04/29/2025,07:44:15.981,Begin activity Spring 2025 MS DDM Administration
131609,Fall24 DDM MS Form A,04/29/2025,07:44:16.979,Page 1 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:44:22.680,Page next clicked on page 1
131609,Fall24 DDM MS Form A,04/29/2025,07:44:23.818,Page 2 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:44:25.280,Page next clicked on page 2
131609,Fall24 DDM MS Form A,04/29/2025,07:44:25.476,Missing answers
131609,Fall24 DDM MS Form A,04/29/2025,07:44:43.600,Page next clicked on page 2
131609,Fall24 DDM MS Form A,04/29/2025,07:44:45.622,Page 3 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:46:06.894,Page next clicked on page 3
131609,Fall24 DDM MS Form A,04/29/2025,07:46:07.818,Missing answers
131609,Fall24 DDM MS Form A,04/29/2025,07:46:15.610,Page next clicked on page 3
131609,Fall24 DDM MS Form A,04/29/2025,07:46:18.347,Page 5 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:46:57.497,Page next clicked on page 5
131609,Fall24 DDM MS Form A,04/29/2025,07:46:59.530,Page 6 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:47:03.519,Page next clicked on page 6
131609,Fall24 DDM MS Form A,04/29/2025,07:47:04.408,Page 7 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:48:48.561,Page next clicked on page 7
131609,Fall24 DDM MS Form A,04/29/2025,07:48:50.771,Page 8 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:50:34.868,Page next clicked on page 8
131609,Fall24 DDM MS Form A,04/29/2025,07:50:37.711,Page 9 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:51:04.578,Page next clicked on page 9
131609,Fall24 DDM MS Form A,04/29/2025,07:51:05.725,Page 10 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:51:23.355,Page next clicked on page 10
131609,Fall24 DDM MS Form A,04/29/2025,07:51:24.436,Page 11 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:55:41.394,Page next clicked on page 11
131609,Fall24 DDM MS Form A,04/29/2025,07:55:43.077,Page 12 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:56:29.111,Page next clicked on page 12
131609,Fall24 DDM MS Form A,04/29/2025,07:56:30.450,Page 13 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:56:37.692,Page next clicked on page 13
131609,Fall24 DDM MS Form A,04/29/2025,07:56:38.831,Page 14 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:57:10.757,Page next clicked on page 14
131609,Fall24 DDM MS Form A,04/29/2025,07:57:12.279,Page 15 Loaded
131609,Fall24 DDM MS Form A,04/29/2025,07:57:21.821,Page next clicked on page 15
131609,Fall24 DDM MS Form A,04/29/2025,07:57:24.755,End activity Spring 2025 MS DDM Administration
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:07.938,Begin activity Spring 2025 MS DDM Administration
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:08.373,Page 1 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:13.579,Page next clicked on page 1
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:14.222,Page 2 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:14.415,Page next clicked on page 2
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:14.628,Missing answers
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:20.590,Page next clicked on page 2
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:21.408,Page 3 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:49.320,Page next clicked on page 3
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:50.720,Missing answers
135163,Fall24 DDM MS Form Ar,05/20/2025,10:07:59.662,Page next clicked on page 3
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:01.733,Page 5 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:21.235,Page next clicked on page 5
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:22.665,Page 6 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:26.462,Page next clicked on page 6
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:27.053,Page 7 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:40.567,Page next clicked on page 7
135163,Fall24 DDM MS Form Ar,05/20/2025,10:08:41.793,Page 8 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:09:25.310,Page next clicked on page 8
135163,Fall24 DDM MS Form Ar,05/20/2025,10:09:26.313,Page 9 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:09:29.993,Page next clicked on page 9
135163,Fall24 DDM MS Form Ar,05/20/2025,10:09:30.441,Missing answers
135163,Fall24 DDM MS Form Ar,05/20/2025,10:12:54.531,Page next clicked on page 9
135163,Fall24 DDM MS Form Ar,05/20/2025,10:12:55.725,Page 10 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:09.878,Page next clicked on page 10
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:11.084,Page 11 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:12.676,Page next clicked on page 11
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:13.033,Missing answers
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:22.704,Page next clicked on page 11
135163,Fall24 DDM MS Form Ar,05/20/2025,10:14:23.719,Page 12 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:14.011,Page next clicked on page 12
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:16.207,Page 13 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:35.662,Page next clicked on page 13
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:36.938,Page 14 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:39.759,Page next clicked on page 14
135163,Fall24 DDM MS Form Ar,05/20/2025,10:16:40.465,Page 15 Loaded
135163,Fall24 DDM MS Form Ar,05/20/2025,10:17:06.491,Page next clicked on page 15
135163,Fall24 DDM MS Form Ar,05/20/2025,10:17:13.734,End activity Spring 2025 MS DDM Administration
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:25.444,Begin activity Spring 2025 MS DDM Administration
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:25.942,Page 1 Loaded
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:45.979,Page next clicked on page 1
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:46.611,Page 2 Loaded
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:47.587,Page next clicked on page 2
135166,Fall 24 DDM MS Form Br,05/20/2025,10:11:47.765,Missing answers
135166,Fall 24 DDM MS Form Br,05/20/2025,10:12:05.159,Page next clicked on page 2
135166,Fall 24 DDM MS Form Br,05/20/2025,10:12:06.195,Page 3 Loaded
135166,Fall 24 DDM MS Form Br,05/20/2025,10:12:56.533,Page next clicked on page 3
135166,Fall 24 DDM MS Form Br,05/20/2025,10:12:58.564,Page 5 Loaded
135166,Fall 24 DDM MS Form Br,05/20/2025,10:13:29.730,Page next clicked on page 5
135166,Fall 24 DDM MS Form Br,05/20/2025,10:13:31.158,Page 6 Loaded
135166,Fall 24 DDM MS Form Br,05/20/2025,10:13:35.880,Page next clicked on page 6
135166,Fall 24 DDM MS Form Br,05/20/2025,10:13:36.505,Page 7 Loaded
