Assignment,Activities,Date,Time,Action
131716,Spr 25 CoT Form A1,05/01/2025,9:07:55,Page 12 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:08:02,Page next clicked on page 12
131716,Spr 25 CoT Form A1,05/01/2025,9:08:03,Page 13 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:08:14,Page next clicked on page 13
131716,Spr 25 CoT Form A1,05/01/2025,9:08:15,Page 14 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:08:30,Page next clicked on page 14
131716,Spr 25 CoT Form A1,05/01/2025,9:08:32,Page 16 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:08:48,Page next clicked on page 16
131716,Spr 25 CoT Form A1,05/01/2025,9:08:49,Missing answers
131716,Spr 25 CoT Form A1,05/01/2025,9:09:07,Page next clicked on page 16
131716,Spr 25 CoT Form A1,05/01/2025,9:09:08,Page 17 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:11:21,Page next clicked on page 17
131716,Spr 25 CoT Form A1,05/01/2025,9:11:22,Page 18 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:11:41,Page next clicked on page 18
131716,Spr 25 CoT Form A1,05/01/2025,9:11:41,Page 19 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:11:49,Page next clicked on page 19
131716,Spr 25 CoT Form A1,05/01/2025,9:11:51,Missing answers
131716,Spr 25 CoT Form A1,05/01/2025,9:16:28,Page next clicked on page 19
131716,Spr 25 CoT Form A1,05/01/2025,9:16:30,Page 20 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:18:00,Page next clicked on page 20
131716,Spr 25 CoT Form A1,05/01/2025,9:18:01,Page 21 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:21:17,Page next clicked on page 21
131716,Spr 25 CoT Form A1,05/01/2025,9:21:18,Page 22 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:21:36,Page next clicked on page 22
131716,Spr 25 CoT Form A1,05/01/2025,9:21:36,Page 23 Loaded
131716,Spr 25 CoT Form A1,05/01/2025,9:21:50,Page next clicked on page 23
131716,Spr 25 CoT Form A1,05/01/2025,9:22:05,End activity Spring 2025 CoT HS Administration
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:30,Begin activity Spring 2025 CoT HS Administration
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:31,Page 1 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:37,Page next clicked on page 1
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:37,Page 2 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:46,Page next clicked on page 2
131706,Spr 25 CoT Form B1r,05/01/2025,8:51:46,Page 3 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:52:10,Page next clicked on page 3
131706,Spr 25 CoT Form B1r,05/01/2025,8:52:12,Page 4 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:52:57,Page next clicked on page 4
131706,Spr 25 CoT Form B1r,05/01/2025,8:53:02,Page 5 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:53:04,Page next clicked on page 5
131706,Spr 25 CoT Form B1r,05/01/2025,8:53:05,Page 6 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:53:11,Page next clicked on page 6
131706,Spr 25 CoT Form B1r,05/01/2025,8:53:12,Page 7 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:44,Page next clicked on page 7
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:45,Page 8 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:52,Page next clicked on page 8
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:52,Page 9 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:54,Page next clicked on page 9
131706,Spr 25 CoT Form B1r,05/01/2025,8:54:55,Page 10 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:08,Page next clicked on page 10
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:09,Page 11 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:30,Page next clicked on page 11
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:31,Page 12 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:57,Page next clicked on page 12
131706,Spr 25 CoT Form B1r,05/01/2025,8:56:59,Missing answers
131706,Spr 25 CoT Form B1r,05/01/2025,8:57:13,Page next clicked on page 12
131706,Spr 25 CoT Form B1r,05/01/2025,8:57:16,Page 13 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,8:59:43,Page next clicked on page 13
131706,Spr 25 CoT Form B1r,05/01/2025,8:59:45,Page 14 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:01:45,Page next clicked on page 14
131706,Spr 25 CoT Form B1r,05/01/2025,9:02:00,Page 15 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:02:45,Page next clicked on page 15
131706,Spr 25 CoT Form B1r,05/01/2025,9:02:47,Page 16 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:03:39,Page next clicked on page 16
131706,Spr 25 CoT Form B1r,05/01/2025,9:03:41,Page 17 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:03:55,Page next clicked on page 17
131706,Spr 25 CoT Form B1r,05/01/2025,9:03:56,Page 18 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:04:42,Page next clicked on page 18
131706,Spr 25 CoT Form B1r,05/01/2025,9:04:45,Page 19 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:09:29,Page next clicked on page 19
131706,Spr 25 CoT Form B1r,05/01/2025,9:09:32,Page 20 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:09:50,Page next clicked on page 20
131706,Spr 25 CoT Form B1r,05/01/2025,9:09:52,Page 21 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:10:01,Page next clicked on page 21
131706,Spr 25 CoT Form B1r,05/01/2025,9:10:02,Page 22 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:10:14,Page next clicked on page 22
131706,Spr 25 CoT Form B1r,05/01/2025,9:10:16,Page 23 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:02,Page next clicked on page 23
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:04,Page 24 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:35,Page next clicked on page 24
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:37,Page 25 Loaded
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:45,Page next clicked on page 25
131706,Spr 25 CoT Form B1r,05/01/2025,9:16:48,End activity Spring 2025 CoT HS Administration
131715,Spr 25 CoT Form B1,04/29/2025,10:10:31,Begin activity Spring 2025 CoT HS Administration
131715,Spr 25 CoT Form B1,04/29/2025,10:10:32,Page 1 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:10:33,Page next clicked on page 1
131715,Spr 25 CoT Form B1,04/29/2025,10:10:34,Page 2 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:10:39,Page next clicked on page 2
131715,Spr 25 CoT Form B1,04/29/2025,10:10:40,Page 3 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:11:00,Page next clicked on page 3
131715,Spr 25 CoT Form B1,04/29/2025,10:11:04,Missing answers
131715,Spr 25 CoT Form B1,04/29/2025,10:11:15,Page next clicked on page 3
131715,Spr 25 CoT Form B1,04/29/2025,10:11:17,Page 4 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:12:17,Page next clicked on page 4
131715,Spr 25 CoT Form B1,04/29/2025,10:12:23,Page 5 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:12:44,Page next clicked on page 5
131715,Spr 25 CoT Form B1,04/29/2025,10:12:44,Page 6 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:13:21,Page next clicked on page 6
131715,Spr 25 CoT Form B1,04/29/2025,10:13:24,Page 7 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:13:40,Page next clicked on page 7
131715,Spr 25 CoT Form B1,04/29/2025,10:13:42,Page 8 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:13:49,Page next clicked on page 8
131715,Spr 25 CoT Form B1,04/29/2025,10:13:50,Page 9 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:15:11,Page next clicked on page 9
131715,Spr 25 CoT Form B1,04/29/2025,10:15:12,Page 10 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:15:18,Page next clicked on page 10
131715,Spr 25 CoT Form B1,04/29/2025,10:15:19,Page 11 Loaded
131715,Spr 25 CoT Form B1,04/29/2025,10:15:24,Page next clicked on page 11
131715,Spr 25 CoT Form B1,04/29/2025,10:15:25,Missing answers
131715,Spr 25 CoT Form B1,05/01/2025,8:51:13,Continue activity Spring 2025 CoT HS Administration
131715,Spr 25 CoT Form B1,05/01/2025,8:51:13,Page 11 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,8:51:27,Page next clicked on page 11
131715,Spr 25 CoT Form B1,05/01/2025,8:51:29,Page 12 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,8:51:38,Page next clicked on page 12
131715,Spr 25 CoT Form B1,05/01/2025,8:51:39,Page 13 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,8:51:52,Page next clicked on page 13
131715,Spr 25 CoT Form B1,05/01/2025,8:52:05,Page 14 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:09:48,Page next clicked on page 14
131715,Spr 25 CoT Form B1,05/01/2025,9:09:49,Page 15 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:12:14,Page next clicked on page 15
131715,Spr 25 CoT Form B1,05/01/2025,9:12:17,Page 16 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:14:08,Page next clicked on page 16
131715,Spr 25 CoT Form B1,05/01/2025,9:14:10,Page 17 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:17:46,Page next clicked on page 17
131715,Spr 25 CoT Form B1,05/01/2025,9:17:48,Page 18 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:18:00,Page next clicked on page 18
131715,Spr 25 CoT Form B1,05/01/2025,9:18:01,Page 19 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:18:08,Page next clicked on page 19
131715,Spr 25 CoT Form B1,05/01/2025,9:18:09,Page 20 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:20:15,Page next clicked on page 20
131715,Spr 25 CoT Form B1,05/01/2025,9:20:16,Page 21 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:20:32,Page next clicked on page 21
131715,Spr 25 CoT Form B1,05/01/2025,9:20:34,Missing answers
131715,Spr 25 CoT Form B1,05/01/2025,9:20:40,Page next clicked on page 21
131715,Spr 25 CoT Form B1,05/01/2025,9:20:43,Page 22 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:20:48,Page next clicked on page 22
131715,Spr 25 CoT Form B1,05/01/2025,9:20:49,Page 23 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:21:55,Page next clicked on page 23
131715,Spr 25 CoT Form B1,05/01/2025,9:21:56,Page 24 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:22:16,Page next clicked on page 24
131715,Spr 25 CoT Form B1,05/01/2025,9:22:17,Page 25 Loaded
131715,Spr 25 CoT Form B1,05/01/2025,9:22:20,Page next clicked on page 25
131715,Spr 25 CoT Form B1,05/01/2025,9:22:23,End activity Spring 2025 CoT HS Administration
131710,Spr 25 CoT Form B1r,05/01/2025,8:42:42,Begin activity Spring 2025 CoT HS Administration
131710,Spr 25 CoT Form B1r,05/01/2025,8:42:43,Page 1 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:42:53,Page next clicked on page 1
131710,Spr 25 CoT Form B1r,05/01/2025,8:42:54,Page 2 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:43:01,Page next clicked on page 2
131710,Spr 25 CoT Form B1r,05/01/2025,8:43:01,Missing answers
131710,Spr 25 CoT Form B1r,05/01/2025,8:43:10,Page next clicked on page 2
131710,Spr 25 CoT Form B1r,05/01/2025,8:43:10,Page 3 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:44:56,Page next clicked on page 3
131710,Spr 25 CoT Form B1r,05/01/2025,8:44:58,Page 4 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:45:22,Page next clicked on page 4
131710,Spr 25 CoT Form B1r,05/01/2025,8:45:25,Missing answers
131710,Spr 25 CoT Form B1r,05/01/2025,8:50:53,Page next clicked on page 4
131710,Spr 25 CoT Form B1r,05/01/2025,8:50:56,Page 5 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:50:58,Page next clicked on page 5
131710,Spr 25 CoT Form B1r,05/01/2025,8:50:58,Page 6 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:53:56,Page next clicked on page 6
131710,Spr 25 CoT Form B1r,05/01/2025,8:53:57,Page 7 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:56:41,Page next clicked on page 7
131710,Spr 25 CoT Form B1r,05/01/2025,8:56:42,Page 8 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,8:57:31,Page next clicked on page 8
131710,Spr 25 CoT Form B1r,05/01/2025,8:57:32,Page 9 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:01:07,Page next clicked on page 9
131710,Spr 25 CoT Form B1r,05/01/2025,9:01:07,Page 10 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:02:00,Page next clicked on page 10
131710,Spr 25 CoT Form B1r,05/01/2025,9:02:03,Page 11 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:03:37,Page next clicked on page 11
131710,Spr 25 CoT Form B1r,05/01/2025,9:03:38,Page 12 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:04:45,Page next clicked on page 12
131710,Spr 25 CoT Form B1r,05/01/2025,9:04:47,Page 13 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:05:51,Page next clicked on page 13
131710,Spr 25 CoT Form B1r,05/01/2025,9:05:52,Page 14 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:02,Page next clicked on page 14
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:16,Page 15 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:21,Page next clicked on page 15
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:22,Page 16 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:36,Wrong page
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:36,Page 15 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:39,Page 16 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:55,Page next clicked on page 16
131710,Spr 25 CoT Form B1r,05/01/2025,9:10:57,Page 17 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:11:17,Page next clicked on page 17
131710,Spr 25 CoT Form B1r,05/01/2025,9:11:18,Page 18 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:11:47,Page next clicked on page 18
131710,Spr 25 CoT Form B1r,05/01/2025,9:11:50,Page 19 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:09,Page next clicked on page 19
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:11,Page 20 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:22,Page next clicked on page 20
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:23,Page 21 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:30,Page next clicked on page 21
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:30,Page 22 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:38,Page next clicked on page 22
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:40,Page 23 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:46,Page next clicked on page 23
131710,Spr 25 CoT Form B1r,05/01/2025,9:12:47,Page 24 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:13:01,Page next clicked on page 24
131710,Spr 25 CoT Form B1r,05/01/2025,9:13:03,Page 25 Loaded
131710,Spr 25 CoT Form B1r,05/01/2025,9:13:11,Page next clicked on page 25
131710,Spr 25 CoT Form B1r,05/01/2025,9:13:14,End activity Spring 2025 CoT HS Administration
131720,Spr 25 CoT Form B1,05/01/2025,8:42:42,Begin activity Spring 2025 CoT HS Administration
131720,Spr 25 CoT Form B1,05/01/2025,8:42:42,Page 1 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:42:47,Page next clicked on page 1
131720,Spr 25 CoT Form B1,05/01/2025,8:42:47,Page 2 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:43:03,Page next clicked on page 2
131720,Spr 25 CoT Form B1,05/01/2025,8:43:04,Page 3 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:44:39,Page next clicked on page 3
131720,Spr 25 CoT Form B1,05/01/2025,8:44:41,Page 4 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:47:39,Page next clicked on page 4
131720,Spr 25 CoT Form B1,05/01/2025,8:47:42,Page 5 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:47:48,Page next clicked on page 5
131720,Spr 25 CoT Form B1,05/01/2025,8:47:49,Page 6 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:52:33,Page next clicked on page 6
131720,Spr 25 CoT Form B1,05/01/2025,8:52:36,Page 7 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:54:23,Page next clicked on page 7
131720,Spr 25 CoT Form B1,05/01/2025,8:54:25,Page 8 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:56:22,Page next clicked on page 8
131720,Spr 25 CoT Form B1,05/01/2025,8:56:23,Page 9 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:57:48,Page next clicked on page 9
131720,Spr 25 CoT Form B1,05/01/2025,8:57:49,Page 10 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,8:59:21,Page next clicked on page 10
131720,Spr 25 CoT Form B1,05/01/2025,8:59:22,Page 11 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:00:46,Page next clicked on page 11
131720,Spr 25 CoT Form B1,05/01/2025,9:00:47,Page 12 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:02:09,Page next clicked on page 12
131720,Spr 25 CoT Form B1,05/01/2025,9:02:10,Page 13 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:04:05,Page next clicked on page 13
131720,Spr 25 CoT Form B1,05/01/2025,9:04:14,Page 14 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:06:15,Page next clicked on page 14
131720,Spr 25 CoT Form B1,05/01/2025,9:06:16,Page 15 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:07:23,Page next clicked on page 15
131720,Spr 25 CoT Form B1,05/01/2025,9:07:25,Page 16 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:08:55,Page next clicked on page 16
131720,Spr 25 CoT Form B1,05/01/2025,9:08:55,Page 17 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:09:57,Page next clicked on page 17
131720,Spr 25 CoT Form B1,05/01/2025,9:09:59,Page 18 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:11:30,Page next clicked on page 18
131720,Spr 25 CoT Form B1,05/01/2025,9:11:31,Page 19 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:12:49,Page next clicked on page 19
131720,Spr 25 CoT Form B1,05/01/2025,9:12:50,Page 20 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:13:19,Page next clicked on page 20
131720,Spr 25 CoT Form B1,05/01/2025,9:13:20,Page 22 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:15:04,Page next clicked on page 22
131720,Spr 25 CoT Form B1,05/01/2025,9:15:05,Page 23 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:21:15,Page next clicked on page 23
131720,Spr 25 CoT Form B1,05/01/2025,9:21:15,Page 24 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:22:17,Page next clicked on page 24
131720,Spr 25 CoT Form B1,05/01/2025,9:22:18,Page 25 Loaded
131720,Spr 25 CoT Form B1,05/01/2025,9:22:21,Page next clicked on page 25
131720,Spr 25 CoT Form B1,05/01/2025,9:22:24,End activity Spring 2025 CoT HS Administration
131718,Spr 25 CoT Form B1r,05/01/2025,8:49:55,Begin activity Spring 2025 CoT HS Administration
131718,Spr 25 CoT Form B1r,05/01/2025,8:49:55,Page 1 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:50:04,Page next clicked on page 1
131718,Spr 25 CoT Form B1r,05/01/2025,8:50:05,Page 2 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:50:14,Page next clicked on page 2
131718,Spr 25 CoT Form B1r,05/01/2025,8:50:14,Page 3 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:51:21,Page next clicked on page 3
131718,Spr 25 CoT Form B1r,05/01/2025,8:51:23,Page 4 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:55:06,Page next clicked on page 4
131718,Spr 25 CoT Form B1r,05/01/2025,8:55:09,Page 5 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:55:09,Page next clicked on page 5
131718,Spr 25 CoT Form B1r,05/01/2025,8:55:10,Page 6 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:56:49,Page next clicked on page 6
131718,Spr 25 CoT Form B1r,05/01/2025,8:56:50,Page 7 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,8:58:53,Page next clicked on page 7
131718,Spr 25 CoT Form B1r,05/01/2025,8:58:53,Missing answers
131718,Spr 25 CoT Form B1r,05/01/2025,9:05:16,Page next clicked on page 7
131718,Spr 25 CoT Form B1r,05/01/2025,9:05:17,Page 8 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:05:38,Page next clicked on page 8
131718,Spr 25 CoT Form B1r,05/01/2025,9:05:39,Page 9 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:13:39,Page next clicked on page 9
131718,Spr 25 CoT Form B1r,05/01/2025,9:13:40,Page 10 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:14:14,Page next clicked on page 10
131718,Spr 25 CoT Form B1r,05/01/2025,9:14:15,Page 11 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:14:47,Page next clicked on page 11
131718,Spr 25 CoT Form B1r,05/01/2025,9:14:48,Page 12 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:18:16,Page next clicked on page 12
131718,Spr 25 CoT Form B1r,05/01/2025,9:18:18,Missing answers
131718,Spr 25 CoT Form B1r,05/01/2025,9:18:25,Page next clicked on page 12
131718,Spr 25 CoT Form B1r,05/01/2025,9:18:27,Page 13 Loaded
131718,Spr 25 CoT Form B1r,05/01/2025,9:20:21,Page next clicked on page 13
131718,Spr 25 CoT Form B1r,05/01/2025,9:20:22,Page 14 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:17,Continue activity Spring 2025 CoT HS Administration
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:18,Page 14 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:25,Page next clicked on page 14
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:36,Missing answers
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:41,Page next clicked on page 14
131718,Spr 25 CoT Form B1r,05/02/2025,18:06:52,Page 15 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:12,Page next clicked on page 15
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:13,Page 16 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:20,Page next clicked on page 16
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:22,Missing answers
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:27,Page next clicked on page 16
131718,Spr 25 CoT Form B1r,05/02/2025,18:07:30,Page 17 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:10:26,Page next clicked on page 17
131718,Spr 25 CoT Form B1r,05/02/2025,18:10:28,Page 18 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:10:48,Page next clicked on page 18
131718,Spr 25 CoT Form B1r,05/02/2025,18:10:51,Page 19 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:13:15,Page next clicked on page 19
131718,Spr 25 CoT Form B1r,05/02/2025,18:13:19,Page 20 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:13:32,Page next clicked on page 20
131718,Spr 25 CoT Form B1r,05/02/2025,18:13:34,Page 21 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:16:22,Page next clicked on page 21
131718,Spr 25 CoT Form B1r,05/02/2025,18:16:24,Page 22 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:17:16,Page next clicked on page 22
131718,Spr 25 CoT Form B1r,05/02/2025,18:17:18,Page 23 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:20:21,Page next clicked on page 23
131718,Spr 25 CoT Form B1r,05/02/2025,18:20:23,Page 24 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:20:38,Page next clicked on page 24
131718,Spr 25 CoT Form B1r,05/02/2025,18:20:41,Page 25 Loaded
131718,Spr 25 CoT Form B1r,05/02/2025,18:23:58,Page next clicked on page 25
131718,Spr 25 CoT Form B1r,05/02/2025,18:24:01,End activity Spring 2025 CoT HS Administration
131708,Spr 25 CoT Form A1,05/01/2025,8:48:40,Begin activity Spring 2025 CoT HS Administration
131708,Spr 25 CoT Form A1,05/01/2025,8:48:41,Page 1 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,8:53:02,Page next clicked on page 1
131708,Spr 25 CoT Form A1,05/01/2025,8:53:03,Page 2 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,8:53:09,Page next clicked on page 2
131708,Spr 25 CoT Form A1,05/01/2025,8:53:09,Page 3 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,8:54:30,Page next clicked on page 3
131708,Spr 25 CoT Form A1,05/01/2025,8:54:33,Page 4 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,9:03:31,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:03:34,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:04:03,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:04:07,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:04:25,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:04:28,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:04:43,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:04:46,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:06:15,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:06:19,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:06:29,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:06:32,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:08:34,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:08:37,Missing answers
131708,Spr 25 CoT Form A1,05/01/2025,9:09:40,Page next clicked on page 4
131708,Spr 25 CoT Form A1,05/01/2025,9:09:43,Page 5 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,9:09:45,Page next clicked on page 5
131708,Spr 25 CoT Form A1,05/01/2025,9:09:46,Page 6 Loaded
131708,Spr 25 CoT Form A1,05/01/2025,9:10:08,Page next clicked on page 6
